epoch,batch,avg_loss_group:0,exp_avg_loss_group:0,avg_acc_group:0,processed_data_count_group:0,update_data_count_group:0,update_batch_count_group:0,avg_loss_group:1,exp_avg_loss_group:1,avg_acc_group:1,processed_data_count_group:1,update_data_count_group:1,update_batch_count_group:1,avg_loss_group:2,exp_avg_loss_group:2,avg_acc_group:2,processed_data_count_group:2,update_data_count_group:2,update_batch_count_group:2,avg_loss_group:3,exp_avg_loss_group:3,avg_acc_group:3,processed_data_count_group:3,update_data_count_group:3,update_batch_count_group:3,avg_actual_loss,avg_per_sample_loss,avg_acc,model_norm_sq,reg_loss
0,49,1.236336588859558,0.7398058772087097,0.5111111998558044,90.0,90.0,39.0,3.9453959465026855,0.9230091571807861,0.49475982785224915,2290.0,2290.0,50.0,3.2391583919525146,1.2752019166946411,0.5053332448005676,2250.0,2250.0,50.0,3.771258592605591,1.0194523334503174,0.5112994313240051,1770.0,1770.0,50.0,3.6108529567718506,3.6108531951904297,0.5032812356948853,183940.671875,9.19703359375
0,99,0.8607728481292725,0.7409342527389526,0.5106382966041565,94.0,94.0,43.0,1.2383774518966675,1.31342613697052,0.5054761171340942,2374.0,2374.0,50.0,1.0602869987487793,1.052955150604248,0.5200375914573669,2121.0,2121.0,50.0,1.7814946174621582,1.5235233306884766,0.5284372568130493,1811.0,1811.0,50.0,1.3274959325790405,1.3274962902069092,0.5168749690055847,183082.984375,9.15414921875
0,149,0.9382902979850769,0.7407045364379883,0.5049504637718201,101.0,101.0,45.0,0.8491390347480774,0.8346947431564331,0.5021132826805115,2366.0,2366.0,50.0,0.9437402486801147,1.0587762594223022,0.5159326195716858,2134.0,2134.0,50.0,0.8743962645530701,0.8665046691894531,0.5025014281272888,1799.0,1799.0,50.0,0.8891891837120056,0.8891892433166504,0.5068750381469727,181328.5625,9.066428125
0,199,0.6847847700119019,0.690610408782959,0.48571428656578064,105.0,105.0,42.0,0.8095801472663879,0.7530122399330139,0.5241198539733887,2301.0,2301.0,50.0,0.7737041711807251,0.7678637504577637,0.5119925737380981,2168.0,2168.0,50.0,0.8052628636360168,0.7446029186248779,0.5093100070953369,1826.0,1826.0,50.0,0.7941482067108154,0.7941479682922363,0.5151562094688416,179532.09375,8.9766046875
0,228,0.6715825200080872,0.6057928800582886,0.7450981140136719,51.0,51.0,26.0,0.7375537157058716,0.7083141803741455,0.5710036754608154,1345.0,1345.0,29.0,0.7395268082618713,0.7422465085983276,0.545381486415863,1245.0,1245.0,29.0,0.7854823470115662,0.7269333004951477,0.5570343136787415,1052.0,1052.0,29.0,0.7506992816925049,0.7509609460830688,0.5607907176017761,178489.640625,8.924482031250001
1,49,0.7309139370918274,0.7964285612106323,0.5922331213951111,103.0,103.0,43.0,0.6968711614608765,0.7187373638153076,0.6035882234573364,2341.0,2341.0,50.0,0.6927180290222168,0.67955482006073,0.5915166139602661,2169.0,2169.0,50.0,0.7044464349746704,0.7069645524024963,0.5903749465942383,1787.0,1787.0,50.0,0.6981266140937805,0.6981266736984253,0.5956249237060547,176710.609375,8.835530468750001
1,99,0.6696261167526245,0.6443796753883362,0.6542055606842041,107.0,107.0,43.0,0.6637914180755615,0.6498755812644958,0.6299314498901367,2332.0,2332.0,50.0,0.6838829517364502,0.6714716553688049,0.6158972978591919,2101.0,2101.0,50.0,0.6963080763816833,0.7218403816223145,0.6268818378448486,1860.0,1860.0,50.0,0.6799349188804626,0.6799347996711731,0.6248438358306885,174950.265625,8.74751328125
1,149,0.7587618827819824,0.7136884331703186,0.5510203838348389,98.0,98.0,45.0,0.7138136625289917,0.6985118985176086,0.593141496181488,2362.0,2362.0,50.0,0.7035690546035767,0.7075554728507996,0.5963385105133057,2185.0,2185.0,50.0,0.7058087587356567,0.6846621632575989,0.5988603234291077,1755.0,1755.0,50.0,0.7088091969490051,0.7088092565536499,0.595156192779541,173208.5,8.660425
1,199,0.7015059590339661,0.7012848258018494,0.5888888239860535,90.0,90.0,42.0,0.6903692483901978,0.6937963366508484,0.6065571904182434,2318.0,2318.0,50.0,0.7115964889526367,0.7051993012428284,0.5971715450286865,2192.0,2192.0,50.0,0.6831731200218201,0.6704806089401245,0.6027776598930359,1800.0,1800.0,50.0,0.6957721710205078,0.6957722902297974,0.6020311117172241,171513.359375,8.57566796875
1,228,0.6634599566459656,0.6765812039375305,0.5348837375640869,43.0,43.0,25.0,0.6742935180664062,0.6865092515945435,0.6084656119346619,1323.0,1323.0,29.0,0.6831015348434448,0.6652047634124756,0.5971676707267761,1271.0,1271.0,29.0,0.6552190780639648,0.649852454662323,0.6325758099555969,1056.0,1056.0,29.0,0.6716333627700806,0.6717445254325867,0.6106147766113281,170529.75,8.5264875
