epoch,batch,avg_loss_group:0,exp_avg_loss_group:0,avg_acc_group:0,processed_data_count_group:0,update_data_count_group:0,update_batch_count_group:0,avg_loss_group:1,exp_avg_loss_group:1,avg_acc_group:1,processed_data_count_group:1,update_data_count_group:1,update_batch_count_group:1,avg_loss_group:2,exp_avg_loss_group:2,avg_acc_group:2,processed_data_count_group:2,update_data_count_group:2,update_batch_count_group:2,avg_loss_group:3,exp_avg_loss_group:3,avg_acc_group:3,processed_data_count_group:3,update_data_count_group:3,update_batch_count_group:3,avg_actual_loss,avg_per_sample_loss,avg_acc,model_norm_sq,reg_loss
0,37,1.6943585872650146,0.9425510764122009,0.5017151832580566,3498.0,3498.0,38.0,2.3454113006591797,0.8486403822898865,0.570652186870575,184.0,184.0,38.0,5.034868240356445,1.6328191757202148,0.5,56.0,56.0,31.0,1.2347548007965088,0.8479156494140625,0.501419186592102,1057.0,1057.0,38.0,1.6434799432754517,1.6570407152175903,0.5042752027511597,24306.95703125,1.2153478515625
1,37,0.8501800298690796,0.7927340269088745,0.5217267274856567,3498.0,3498.0,38.0,0.8179858922958374,1.0700126886367798,0.510869562625885,184.0,184.0,37.0,0.9263027310371399,0.9333915114402771,0.535714328289032,56.0,56.0,29.0,0.8267948031425476,0.7527718544006348,0.5326396226882935,1057.0,1057.0,38.0,0.8422197699546814,0.8446786403656006,0.5238790512084961,24199.07421875,1.2099537109375
2,37,0.7607348561286926,0.7864260673522949,0.5557459592819214,3498.0,3498.0,38.0,0.6916256546974182,0.7049775719642639,0.5652173161506653,184.0,184.0,38.0,0.6267803907394409,0.6486079692840576,0.6785714030265808,56.0,56.0,26.0,0.7509480714797974,0.7797870635986328,0.5439925193786621,1057.0,1057.0,38.0,0.7550467252731323,0.7543610334396362,0.5549529790878296,24027.404296875,1.20137021484375
3,37,0.7230417132377625,0.6969112157821655,0.5068610310554504,3498.0,3498.0,38.0,0.7366464734077454,0.6999185681343079,0.5543478727340698,184.0,184.0,38.0,0.6870890855789185,0.6748464703559875,0.6071428656578064,56.0,56.0,28.0,0.7709607481956482,0.7167238593101501,0.4815514385700226,1057.0,1057.0,38.0,0.7333065271377563,0.7337070107460022,0.5042752027511597,23851.412109375,1.1925706054687502
4,37,0.6872507333755493,0.6806652545928955,0.5528875589370728,3498.0,3498.0,38.0,0.6929103136062622,0.6855188012123108,0.5543478727340698,184.0,184.0,38.0,0.7007823586463928,0.7042903304100037,0.5,56.0,56.0,30.0,0.6866838932037354,0.6752854585647583,0.5562914609909058,1057.0,1057.0,38.0,0.6869208812713623,0.6875009536743164,0.5530762672424316,23671.44140625,1.1835720703125001
5,37,0.6838284730911255,0.6770780086517334,0.568324863910675,3498.0,3498.0,38.0,0.650464653968811,0.6443920135498047,0.6141303181648254,184.0,184.0,37.0,0.6611369848251343,0.6606525182723999,0.6250000596046448,56.0,56.0,27.0,0.6819893717765808,0.6758780479431152,0.5752129554748535,1057.0,1057.0,38.0,0.6813064813613892,0.6818777322769165,0.5722628831863403,23492.923828125,1.17464619140625
6,37,0.6732823252677917,0.6662306189537048,0.5940537452697754,3498.0,3498.0,38.0,0.6648727059364319,0.6530491709709167,0.5978261828422546,184.0,184.0,37.0,0.640627384185791,0.6647626757621765,0.678571343421936,56.0,56.0,25.0,0.6702176928520203,0.6672550439834595,0.5931883454322815,1057.0,1057.0,38.0,0.6713448166847229,0.6719026565551758,0.5949947834014893,23316.2265625,1.165811328125
7,37,0.6721073389053345,0.6710253953933716,0.588336169719696,3498.0,3498.0,38.0,0.6593116521835327,0.6510229706764221,0.5815219283103943,184.0,184.0,37.0,0.6429329514503479,0.623682975769043,0.6428570747375488,56.0,56.0,30.0,0.6865122318267822,0.6740642189979553,0.5761590003967285,1057.0,1057.0,38.0,0.6734268665313721,0.6744509935379028,0.5860271453857422,23140.876953125,1.1570438476562501
8,37,0.6664958596229553,0.6527997851371765,0.5954832434654236,3498.0,3498.0,38.0,0.6506036520004272,0.6541844606399536,0.6576086282730103,184.0,184.0,37.0,0.6764441728591919,0.6733120083808899,0.6071428060531616,56.0,56.0,27.0,0.6655598282814026,0.6703036427497864,0.6083253026008606,1057.0,1057.0,38.0,0.6644690036773682,0.6657958626747131,0.6008342504501343,22968.314453125,1.1484157226562501
9,37,0.659430205821991,0.6507509350776672,0.6157804131507874,3498.0,3498.0,38.0,0.6473565697669983,0.6677194237709045,0.6304349899291992,184.0,184.0,38.0,0.6555972099304199,0.7159602046012878,0.6964285373687744,56.0,56.0,33.0,0.6430742740631104,0.6323276162147522,0.6414379477500916,1057.0,1057.0,38.0,0.6545105576515198,0.6553166508674622,0.6229405403137207,22797.322265625,1.13986611328125
